1.0000000000,0.9992953195,0.9985913344,0.9978887395,0.9971882281,0.9964904916,0.9957962186,0.9951060942,0.9944207995,0.9937410109,0.9930673990,0.9924006288,0.9917413583,0.9910902381,0.9904479106,0.9898150101,0.9891921607,0.9885799775,0.9879790644,0.9873900146,0.9868134093,0.9862498176,0.9856997956,0.9851638862,0.9846426182,0.9841365062,0.9836460495,0.9831717322,0.9827140223,0.9822733717,0.9818502149,0.9814449700,0.9810580365,0.9806897966,0.9803406134,0.9800108317,0.9797007768,0.9794107550,0.9791410520,0.9788919346,0.9786636480,0.9784564181,0.9782704488,0.9781059242,0.9779630062,0.9778418363,0.9777425336,0.9776651965,0.9776099010,0.9775767020,0.9775656319,0.9775767020,0.9776099010,0.9776651965,0.9777425336,0.9778418363,0.9779630062,0.9781059242,0.9782704488,0.9784564181,0.9786636480,0.9788919346,0.9791410520,0.9794107550,0.9797007768,0.9800108317,0.9803406134,0.9806897966,0.9810580365,0.9814449700,0.9818502149,0.9822733717,0.9827140223,0.9831717322,0.9836460495,0.9841365062,0.9846426182,0.9851638862,0.9856997956,0.9862498176,0.9868134093,0.9873900146,0.9879790644,0.9885799775,0.9891921607,0.9898150101,0.9904479106,0.9910902381,0.9917413583,0.9924006288,0.9930673990,0.9937410109,0.9944207995,0.9951060942,0.9957962186,0.9964904916,0.9971882281,0.9978887395,0.9985913344,0.9992953195,1.0000000000
1.0000000000,0.9993427055,0.9986860597,0.9980307105,0.9973773049,0.9967264875,0.9960789006,0.9954351834,0.9947959712,0.9941618947,0.9935335797,0.9929116462,0.9922967082,0.9916893723,0.9910902381,0.9904998966,0.9899189307,0.9893479135,0.9887874087,0.9882379693,0.9877001377,0.9871744444,0.9866614086,0.9861615362,0.9856753208,0.9852032421,0.9847457660,0.9843033440,0.9838764127,0.9834653934,0.9830706919,0.9826926974,0.9823317832,0.9819883054,0.9816626030,0.9813549973,0.9810657921,0.9807952725,0.9805437058,0.9803113400,0.9800984047,0.9799051097,0.9797316461,0.9795781847,0.9794448774,0.9793318553,0.9792392303,0.9791670936,0.9791155166,0.9790845498,0.9790742243,0.9790845498,0.9791155166,0.9791670936,0.9792392303,0.9793318553,0.9794448774,0.9795781847,0.9797316461,0.9799051097,0.9800984047,0.9803113400,0.9805437058,0.9807952725,0.9810657921,0.9813549973,0.9816626030,0.9819883054,0.9823317832,0.9826926974,0.9830706919,0.9834653934,0.9838764127,0.9843033440,0.9847457660,0.9852032421,0.9856753208,0.9861615362,0.9866614086,0.9871744444,0.9877001377,0.9882379693,0.9887874087,0.9893479135,0.9899189307,0.9904998966,0.9910902381,0.9916893723,0.9922967082,0.9929116462,0.9935335797,0.9941618947,0.9947959712,0.9954351834,0.9960789006,0.9967264875,0.9973773049,0.9980307105,0.9986860597,0.9993427055,1.0000000000
1.0000000000,0.9993907402,0.9987820817,0.9981746251,0.9975689699,0.9969657139,0.9963654523,0.9957687776,0.9951762786,0.9945885401,0.9940061419,0.9934296591,0.9928596603,0.9922967082,0.9917413583,0.9911941587,0.9906556494,0.9901263618,0.9896068183,0.9890975317,0.9885990044,0.9881117287,0.9876361851,0.9871728432,0.9867221600,0.9862845806,0.9858605366,0.9854504466,0.9850547151,0.9846737330,0.9843078758,0.9839575051,0.9836229662,0.9833045897,0.9830026893,0.9827175634,0.9824494930,0.9821987430,0.9819655605,0.9817501760,0.9815528017,0.9813736327,0.9812128455,0.9810705992,0.9809470337,0.9808422714,0.9807564153,0.9806895504,0.9806417424,0.9806130389,0.9806034678,0.9806130389,0.9806417424,0.9806895504,0.9807564153,0.9808422714,0.9809470337,0.9810705992,0.9812128455,0.9813736327,0.9815528017,0.9817501760,0.9819655605,0.9821987430,0.9824494930,0.9827175634,0.9830026893,0.9833045897,0.9836229662,0.9839575051,0.9843078758,0.9846737330,0.9850547151,0.9854504466,0.9858605366,0.9862845806,0.9867221600,0.9871728432,0.9876361851,0.9881117287,0.9885990044,0.9890975317,0.9896068183,0.9901263618,0.9906556494,0.9911941587,0.9917413583,0.9922967082,0.9928596603,0.9934296591,0.9940061419,0.9945885401,0.9951762786,0.9957687776,0.9963654523,0.9969657139,0.9975689699,0.9981746251,0.9987820817,0.9993907402,1.0000000000
1.0000000000,0.9994393762,0.9988793056,0.9983203410,0.9977630341,0.9972079347,0.9966555908,0.9961065475,0.9955613465,0.9950205258,0.9944846194,0.9939541560,0.9934296591,0.9929116462,0.9924006288,0.9918971110,0.9914015899,0.9909145542,0.9904364849,0.9899678535,0.9895091227,0.9890607451,0.9886231633,0.9881968089,0.9877821030,0.9873794545,0.9869892612,0.9866119077,0.9862477668,0.9858971975,0.9855605462,0.9852381447,0.9849303115,0.9846373501,0.9843595500,0.9840971850,0.9838505142,0.9836197809,0.9834052131,0.9832070221,0.9830254040,0.9828605376,0.9827125859,0.9825816946,0.9824679933,0.9823715937,0.9822925915,0.9822310641,0.9821870728,0.9821606604,0.9821518535,0.9821606604,0.9821870728,0.9822310641,0.9822925915,0.9823715937,0.9824679933,0.9825816946,0.9827125859,0.9828605376,0.9830254040,0.9832070221,0.9834052131,0.9836197809,0.9838505142,0.9840971850,0.9843595500,0.9846373501,0.9849303115,0.9852381447,0.9855605462,0.9858971975,0.9862477668,0.9866119077,0.9869892612,0.9873794545,0.9877821030,0.9881968089,0.9886231633,0.9890607451,0.9895091227,0.9899678535,0.9904364849,0.9909145542,0.9914015899,0.9918971110,0.9924006288,0.9929116462,0.9934296591,0.9939541560,0.9944846194,0.9950205258,0.9955613465,0.9961065475,0.9966555908,0.9972079347,0.9977630341,0.9983203410,0.9988793056,0.9994393762,1.0000000000
1.0000000000,0.9994885654,0.9989776355,0.9984677146,0.9979593059,0.9974529111,0.9969490299,0.9964481597,0.9959507947,0.9954574258,0.9949685399,0.9944846194,0.9940061419,0.9935335797,0.9930673990,0.9926080600,0.9921560159,0.9917117129,0.9912755894,0.9908480759,0.9904295941,0.9900205573,0.9896213689,0.9892324231,0.9888541034,0.9884867835,0.9881308257,0.9877865814,0.9874543901,0.9871345800,0.9868274664,0.9865333526,0.9862525286,0.9859852719,0.9857318458,0.9854925009,0.9852674729,0.9850569844,0.9848612426,0.9846804411,0.9845147580,0.9843643571,0.9842293866,0.9841099799,0.9840062546,0.9839183133,0.9838462426,0.9837901138,0.9837499821,0.9837258874,0.9837178530,0.9837258874,0.9837499821,0.9837901138,0.9838462426,0.9839183133,0.9840062546,0.9841099799,0.9842293866,0.9843643571,0.9845147580,0.9846804411,0.9848612426,0.9850569844,0.9852674729,0.9854925009,0.9857318458,0.9859852719,0.9862525286,0.9865333526,0.9868274664,0.9871345800,0.9874543901,0.9877865814,0.9881308257,0.9884867835,0.9888541034,0.9892324231,0.9896213689,0.9900205573,0.9904295941,0.9908480759,0.9912755894,0.9917117129,0.9921560159,0.9926080600,0.9930673990,0.9935335797,0.9940061419,0.9944846194,0.9949685399,0.9954574258,0.9959507947,0.9964481597,0.9969490299,0.9974529111,0.9979593059,0.9984677146,0.9989776355,0.9994885654,1.0000000000
1.0000000000,0.9995382594,0.9990769744,0.9986166004,0.9981575916,0.9977004010,0.9972454799,0.9967932771,0.9963442391,0.9958988087,0.9954574258,0.9950205258,0.9945885401,0.9941618947,0.9937410109,0.9933263038,0.9929181830,0.9925170510,0.9921233039,0.9917373300,0.9913595105,0.9909902180,0.9906298171,0.9902786634,0.9899371036,0.9896054745,0.9892841037,0.9889733081,0.9886733946,0.9883846590,0.9881073864,0.9878418503,0.9875883129,0.9873470243,0.9871182227,0.9869021338,0.9866989710,0.9865089346,0.9863322124,0.9861689785,0.9860193942,0.9858836071,0.9857617512,0.9856539466,0.9855603000,0.9854809035,0.9854158357,0.9853651606,0.9853289284,0.9853071747,0.9852999212,0.9853071747,0.9853289284,0.9853651606,0.9854158357,0.9854809035,0.9855603000,0.9856539466,0.9857617512,0.9858836071,0.9860193942,0.9861689785,0.9863322124,0.9865089346,0.9866989710,0.9869021338,0.9871182227,0.9873470243,0.9875883129,0.9878418503,0.9881073864,0.9883846590,0.9886733946,0.9889733081,0.9892841037,0.9896054745,0.9899371036,0.9902786634,0.9906298171,0.9909902180,0.9913595105,0.9917373300,0.9921233039,0.9925170510,0.9929181830,0.9933263038,0.9937410109,0.9941618947,0.9945885401,0.9950205258,0.9954574258,0.9958988087,0.9963442391,0.9967932771,0.9972454799,0.9977004010,0.9981575916,0.9986166004,0.9990769744,0.9995382594,1.0000000000
1.0000000000,0.9995884090,0.9991772242,0.9987668514,0.9983576955,0.9979501604,0.9975446483,0.9971415593,0.9967412912,0.9963442391,0.9959507947,0.9955613465,0.9951762786,0.9947959712,0.9944207995,0.9940511339,0.9936873390,0.9933297740,0.9929787917,0.9926347385,0.9922979538,0.9919687703,0.9916475125,0.9913344976,0.9910300345,0.9907344238,0.9904479570,0.9901709170,0.9899035770,0.9896462010,0.9893990429,0.9891623468,0.9889363460,0.9887212638,0.9885173123,0.9883246929,0.9881435955,0.9879741990,0.9878166705,0.9876711655,0.9875378275,0.9874167883,0.9873081671,0.9872120713,0.9871285955,0.9870578223,0.9869998214,0.9869546503,0.9869223532,0.9869029623,0.9868964964,0.9869029623,0.9869223532,0.9869546503,0.9869998214,0.9870578223,0.9871285955,0.9872120713,0.9873081671,0.9874167883,0.9875378275,0.9876711655,0.9878166705,0.9879741990,0.9881435955,0.9883246929,0.9885173123,0.9887212638,0.9889363460,0.9891623468,0.9893990429,0.9896462010,0.9899035770,0.9901709170,0.9904479570,0.9907344238,0.9910300345,0.9913344976,0.9916475125,0.9919687703,0.9922979538,0.9926347385,0.9929787917,0.9933297740,0.9936873390,0.9940511339,0.9944207995,0.9947959712,0.9951762786,0.9955613465,0.9959507947,0.9963442391,0.9967412912,0.9971415593,0.9975446483,0.9979501604,0.9983576955,0.9987668514,0.9991772242,0.9995884090,1.0000000000
1.0000000000,0.9996389648,0.9992782860,0.9989183194,0.9985594202,0.9982019428,0.9978462398,0.9974926623,0.9971415593,0.9967932771,0.9964481597,0.9961065475,0.9957687776,0.9954351834,0.9951060942,0.9947818347,0.9944627249,0.9941490796,0.9938412086,0.9935394155,0.9932439983,0.9929552483,0.9926734508,0.9923988836,0.9921318178,0.9918725170,0.9916212370,0.9913782258,0.9911437234,0.9909179609,0.9907011614,0.9904935386,0.9902952976,0.9901066340,0.9899277339,0.9897587739,0.9895999209,0.9894513313,0.9893131522,0.9891855195,0.9890685596,0.9889623875,0.9888671084,0.9887828159,0.9887095936,0.9886475135,0.9885966369,0.9885570140,0.9885286841,0.9885116749,0.9885060033,0.9885116749,0.9885286841,0.9885570140,0.9885966369,0.9886475135,0.9887095936,0.9887828159,0.9888671084,0.9889623875,0.9890685596,0.9891855195,0.9893131522,0.9894513313,0.9895999209,0.9897587739,0.9899277339,0.9901066340,0.9902952976,0.9904935386,0.9907011614,0.9909179609,0.9911437234,0.9913782258,0.9916212370,0.9918725170,0.9921318178,0.9923988836,0.9926734508,0.9929552483,0.9932439983,0.9935394155,0.9938412086,0.9941490796,0.9944627249,0.9947818347,0.9951060942,0.9954351834,0.9957687776,0.9961065475,0.9964481597,0.9967932771,0.9971415593,0.9974926623,0.9978462398,0.9982019428,0.9985594202,0.9989183194,0.9992782860,0.9996389648,1.0000000000
1.0000000000,0.9996898770,0.9993800600,0.9990708548,0.9987625666,0.9984554996,0.9981499568,0.9978462398,0.9975446483,0.9972454799,0.9969490299,0.9966555908,0.9963654523,0.9960789006,0.9957962186,0.9955176852,0.9952435753,0.9949741595,0.9947097035,0.9944504684,0.9941967100,0.9939486788,0.9937066195,0.9934707710,0.9932413660,0.9930186311,0.9928027858,0.9925940434,0.9923926097,0.9921986837,0.9920124566,0.9918341122,0.9916638266,0.9915017678,0.9913480956,0.9912029620,0.9910665098,0.9909388740,0.9908201804,0.9907105462,0.9906100795,0.9905188796,0.9904370364,0.9903646307,0.9903017339,0.9902484082,0.9902047060,0.9901706708,0.9901463357,0.9901317252,0.9901268533,0.9901317252,0.9901463357,0.9901706708,0.9902047060,0.9902484082,0.9903017339,0.9903646307,0.9904370364,0.9905188796,0.9906100795,0.9907105462,0.9908201804,0.9909388740,0.9910665098,0.9912029620,0.9913480956,0.9915017678,0.9916638266,0.9918341122,0.9920124566,0.9921986837,0.9923926097,0.9925940434,0.9928027858,0.9930186311,0.9932413660,0.9934707710,0.9937066195,0.9939486788,0.9941967100,0.9944504684,0.9947097035,0.9949741595,0.9952435753,0.9955176852,0.9957962186,0.9960789006,0.9963654523,0.9966555908,0.9969490299,0.9972454799,0.9975446483,0.9978462398,0.9981499568,0.9984554996,0.9987625666,0.9990708548,0.9993800600,0.9996898770,1.0000000000
1.0000000000,0.9997410952,0.9994824458,0.9992243072,0.9989669342,0.9987105806,0.9984554996,0.9982019428,0.9979501604,0.9977004010,0.9974529111,0.9972079347,0.9969657139,0.9967264875,0.9964904916,0.9962579592,0.9960291198,0.9958041992,0.9955834193,0.9953669980,0.9951551489,0.9949480811,0.9947459990,0.9945491019,0.9943575842,0.9941716349,0.9939914375,0.9938171698,0.9936490038,0.9934871054,0.9933316346,0.9931827445,0.9930405824,0.9929052882,0.9927769958,0.9926558315,0.9925419151,0.9924353589,0.9923362681,0.9922447404,0.9921608663,0.9920847284,0.9920164020,0.9919559544,0.9919034453,0.9918589265,0.9918224420,0.9917940277,0.9917737118,0.9917615142,0.9917574470,0.9917615142,0.9917737118,0.9917940277,0.9918224420,0.9918589265,0.9919034453,0.9919559544,0.9920164020,0.9920847284,0.9921608663,0.9922447404,0.9923362681,0.9924353589,0.9925419151,0.9926558315,0.9927769958,0.9929052882,0.9930405824,0.9931827445,0.9933316346,0.9934871054,0.9936490038,0.9938171698,0.9939914375,0.9941716349,0.9943575842,0.9945491019,0.9947459990,0.9949480811,0.9951551489,0.9953669980,0.9955834193,0.9958041992,0.9960291198,0.9962579592,0.9964904916,0.9967264875,0.9969657139,0.9972079347,0.9974529111,0.9977004010,0.9979501604,0.9982019428,0.9984554996,0.9987105806,0.9989669342,0.9992243072,0.9994824458,0.9997410952,1.0000000000
1.0000000000,0.9997925688,0.9995853424,0.9993785252,0.9991723213,0.9989669342,0.9987625666,0.9985594202,0.9983576955,0.9981575916,0.9979593059,0.9977630341,0.9975689699,0.9973773049,0.9971882281,0.9970019262,0.9968185831,0.9966383796,0.9964614937,0.9962880998,0.9961183691,0.9959524691,0.9957905636,0.9956328122,0.9954793708,0.9953303906,0.9951860188,0.9950463978,0.9949116654,0.9947819547,0.9946573934,0.9945381047,0.9944242062,0.9943158104,0.9942130241,0.9941159489,0.9940246806,0.9939393092,0.9938599189,0.9937865882,0.9937193893,0.9936583887,0.9936036464,0.9935552166,0.9935131470,0.9934774791,0.9934482482,0.9934254831,0.9934092062,0.9933994337,0.9933961751,0.9933994337,0.9934092062,0.9934254831,0.9934482482,0.9934774791,0.9935131470,0.9935552166,0.9936036464,0.9936583887,0.9937193893,0.9937865882,0.9938599189,0.9939393092,0.9940246806,0.9941159489,0.9942130241,0.9943158104,0.9944242062,0.9945381047,0.9946573934,0.9947819547,0.9949116654,0.9950463978,0.9951860188,0.9953303906,0.9954793708,0.9956328122,0.9957905636,0.9959524691,0.9961183691,0.9962880998,0.9964614937,0.9966383796,0.9968185831,0.9970019262,0.9971882281,0.9973773049,0.9975689699,0.9977630341,0.9979593059,0.9981575916,0.9983576955,0.9985594202,0.9987625666,0.9989669342,0.9991723213,0.9993785252,0.9995853424,0.9997925688,1.0000000000
1.0000000000,0.9998442472,0.9996886482,0.9995333564,0.9993785252,0.9992243072,0.9990708548,0.9989183194,0.9987668514,0.9986166004,0.9984677146,0.9983203410,0.9981746251,0.9980307105,0.9978887395,0.9977488519,0.9976111860,0.9974758776,0.9973430602,0.9972128648,0.9970854200,0.9969608515,0.9968392824,0.9967208324,0.9966056186,0.9964937547,0.9963853510,0.9962805145,0.9961793487,0.9960819534,0.9959884248,0.9958988551,0.9958133327,0.9957319421,0.9956547635,0.9955818732,0.9955133430,0.9954492406,0.9953896292,0.9953345677,0.9952841105,0.9952383072,0.9951972032,0.9951608390,0.9951292504,0.9951024687,0.9950805202,0.9950634267,0.9950512050,0.9950438671,0.9950414203,0.9950438671,0.9950512050,0.9950634267,0.9950805202,0.9951024687,0.9951292504,0.9951608390,0.9951972032,0.9952383072,0.9952841105,0.9953345677,0.9953896292,0.9954492406,0.9955133430,0.9955818732,0.9956547635,0.9957319421,0.9958133327,0.9958988551,0.9959884248,0.9960819534,0.9961793487,0.9962805145,0.9963853510,0.9964937547,0.9966056186,0.9967208324,0.9968392824,0.9969608515,0.9970854200,0.9972128648,0.9973430602,0.9974758776,0.9976111860,0.9977488519,0.9978887395,0.9980307105,0.9981746251,0.9983203410,0.9984677146,0.9986166004,0.9987668514,0.9989183194,0.9990708548,0.9992243072,0.9993785252,0.9995333564,0.9996886482,0.9998442472,1.0000000000
1.0000000000,0.9998960794,0.9997922613,0.9996886482,0.9995853424,0.9994824458,0.9993800600,0.9992782860,0.9991772242,0.9990769744,0.9989776355,0.9988793056,0.9987820817,0.9986860597,0.9985913344,0.9984979993,0.9984061464,0.9983158666,0.9982272487,0.9981403804,0.9980553472,0.9979722332,0.9978911204,0.9978120888,0.9977352163,0.9976605790,0.9975882504,0.9975183019,0.9974508025,0.9973858188,0.9973234151,0.9972636528,0.9972065909,0.9971522859,0.9971007911,0.9970521576,0.9970064332,0.9969636631,0.9969238894,0.9968871516,0.9968534857,0.9968229251,0.9967954998,0.9967712371,0.9967501607,0.9967322915,0.9967176471,0.9967062421,0.9966980875,0.9966931916,0.9966915591,0.9966931916,0.9966980875,0.9967062421,0.9967176471,0.9967322915,0.9967501607,0.9967712371,0.9967954998,0.9968229251,0.9968534857,0.9968871516,0.9969238894,0.9969636631,0.9970064332,0.9970521576,0.9971007911,0.9971522859,0.9972065909,0.9972636528,0.9973234151,0.9973858188,0.9974508025,0.9975183019,0.9975882504,0.9976605790,0.9977352163,0.9978120888,0.9978911204,0.9979722332,0.9980553472,0.9981403804,0.9982272487,0.9983158666,0.9984061464,0.9984979993,0.9985913344,0.9986860597,0.9987820817,0.9988793056,0.9989776355,0.9990769744,0.9991772242,0.9992782860,0.9993800600,0.9994824458,0.9995853424,0.9996886482,0.9997922613,0.9998960794,1.0000000000
1.0000000000,0.9999480140,0.9998960794,0.9998442472,0.9997925688,0.9997410952,0.9996898770,0.9996389648,0.9995884090,0.9995382594,0.9994885654,0.9994393762,0.9993907402,0.9993427055,0.9992953195,0.9992486289,0.9992026798,0.9991575176,0.9991131868,0.9990697311,0.9990271936,0.9989856161,0.9989450396,0.9989055043,0.9988670491,0.9988297120,0.9987935299,0.9987585383,0.9987247720,0.9986922641,0.9986610469,0.9986311509,0.9986026059,0.9985754400,0.9985496799,0.9985253511,0.9985024776,0.9984810820,0.9984611854,0.9984428074,0.9984259662,0.9984106783,0.9983969589,0.9983848215,0.9983742781,0.9983653391,0.9983580134,0.9983523080,0.9983482287,0.9983457795,0.9983449629,0.9983457795,0.9983482287,0.9983523080,0.9983580134,0.9983653391,0.9983742781,0.9983848215,0.9983969589,0.9984106783,0.9984259662,0.9984428074,0.9984611854,0.9984810820,0.9985024776,0.9985253511,0.9985496799,0.9985754400,0.9986026059,0.9986311509,0.9986610469,0.9986922641,0.9987247720,0.9987585383,0.9987935299,0.9988297120,0.9988670491,0.9989055043,0.9989450396,0.9989856161,0.9990271936,0.9990697311,0.9991131868,0.9991575176,0.9992026798,0.9992486289,0.9992953195,0.9993427055,0.9993907402,0.9994393762,0.9994885654,0.9995382594,0.9995884090,0.9996389648,0.9996898770,0.9997410952,0.9997925688,0.9998442472,0.9998960794,0.9999480140,1.0000000000
1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000
